Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg F),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg F),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg F),Thermocouple 2 (deg F),Thermocouple 3 (deg F),Thermocouple 4 (deg F),CHT 4 (deg F),EGT 4 (deg F),CHT 3 (deg F),EGT 3 (deg F),CHT 2 (deg F),EGT 2 (deg F),CHT 1 (deg F),EGT 1 (deg F),Thermocouple 13 (deg F),Thermocouple 14 (deg F),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg F),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,RPM,AVG_CHT,CHT_OAT_Ratio,Fuel Flow Integral,Distance Traveled,Max CHT,Engine Run,Flight ID,Fuel Flow,MPG
145.06,2,10,2026-03-18 23:41:40,36.8886,-121.40309,259.0,4.7,145.7,-12.5,,,,,0.0,11.1,-0.5,132.7,0.0,135.0,0.5,-0.02,1.0,99.0,-9.0,104.0,0.0,30.0,3165.0,,,305.0,,,,,0.0,0.0,,,,,,,4.0,,,10.0,,,,,1.0,0.0,0.0,1200.0,59.0,203.0,1270.0,1270.0,13.5,3.0,,3.0,25.1,,,14.6,0.0,0.0,7.3,7.3,5.7,,,,,296.6,1108.4,307.4,1137.2,298.4,1115.6,303.8,1151.6,,,-33.0,0.1,,25.1,35.0,4.993,,,0.653,0.73,58.6,202.28,,,,,,1270.0,301.55,2.899519230769231,0.08755555555555555,131.98166666666665,420.8,True,2026-03-18 23:39:18 - Flight 2,3.0,1.5666666666666667
146.06,2,10,2026-03-18 23:41:41,36.88858,-121.40308,259.0,4.8,146.3,-12.5,,,,,0.0,11.3,-0.4,133.0,0.0,135.0,0.4,-0.01,1.0,99.0,-4.0,104.0,0.0,30.0,3165.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,14.0,,,,,1.0,0.0,0.0,1200.0,59.0,203.0,1256.0,1256.0,13.4,2.9,,2.9,25.2,,,14.6,0.0,0.0,7.1,7.3,5.7,,,,,296.6,1117.4,307.4,1155.2,300.2,1124.6,303.8,1158.8,,,-33.0,0.1,,25.2,35.0,4.993,,,0.653,0.732,58.6,202.1,,,,,,1256.0,302.0,2.9038461538461537,0.08837500000000001,139.99333333333334,420.8,True,2026-03-18 23:39:18 - Flight 2,2.9,1.6551724137931034
147.06,2,10,2026-03-18 23:41:42,36.88857,-121.40306,259.0,4.8,146.7,-12.5,,,,,0.0,11.3,-0.3,133.4,0.0,135.0,0.3,-0.0,1.1,99.0,3.0,104.0,0.0,30.0,3165.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,14.0,,,,,1.0,0.0,0.0,1200.0,56.0,203.0,1171.0,1171.0,13.5,3.0,,3.0,24.9,,,14.6,0.0,0.0,6.9,7.3,5.7,,,,,298.4,1126.4,307.4,1153.4,300.2,1115.6,305.6,1162.4,,,-33.0,0.1,,24.9,35.0,4.993,,,0.653,0.732,56.1,202.1,,,,,,1171.0,302.9,2.9124999999999996,0.08919444444444445,148.08933333333334,420.8,True,2026-03-18 23:39:18 - Flight 2,3.0,1.5999999999999999
148.06,2,10,2026-03-18 23:41:43,36.88855,-121.40305,259.0,4.7,145.9,-12.5,,,,,0.0,11.2,-0.4,133.5,0.0,135.0,0.1,-0.01,1.0,99.0,18.0,104.0,0.0,30.0,3161.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,14.0,,,,,1.0,0.0,0.0,1200.0,55.0,201.2,1125.0,1125.0,14.4,3.0,,3.0,25.0,,,14.6,0.0,0.0,6.7,7.3,5.7,,,,,298.4,1130.0,309.2,1162.4,300.2,1083.2,305.6,1139.0,,,-33.0,0.1,,25.0,35.0,4.993,,,0.656,0.737,54.7,202.1,,,,,,1125.0,303.35,2.9168269230769233,0.09002777777777778,156.101,420.8,True,2026-03-18 23:39:18 - Flight 2,3.0,1.5666666666666667
149.06,2,10,2026-03-18 23:41:44,36.88853,-121.40302,259.0,4.9,145.7,-12.5,,,,,0.0,11.2,-0.4,133.2,0.0,135.0,-0.2,-0.0,1.0,99.0,18.0,104.0,0.0,30.0,3161.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,14.0,,,,,1.0,0.0,0.0,1200.0,59.0,201.2,1258.0,1258.0,13.7,2.9,,2.9,25.2,,,14.6,0.0,0.0,6.6,7.3,5.7,,,,,298.4,1133.6,309.2,1173.2,300.2,1090.4,305.6,1148.0,,,-33.0,0.1,,25.2,35.0,4.993,,,0.656,0.739,58.6,202.1,,,,,,1258.0,303.35,2.9168269230769233,0.09084722222222223,164.197,420.8,True,2026-03-18 23:39:18 - Flight 2,2.9,1.6896551724137934
150.06,2,10,2026-03-18 23:41:45,36.88851,-121.40301,259.0,4.9,145.5,-12.5,,,,,0.0,11.3,-0.6,132.8,0.0,135.0,-0.3,-0.01,0.9,99.0,22.0,104.0,0.0,30.0,3161.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,14.0,,,,,1.0,0.0,0.0,1200.0,58.0,201.2,1235.0,1235.0,13.3,2.9,,2.9,25.2,,,14.6,0.0,0.0,6.4,7.3,5.7,,,,,300.2,1140.8,309.2,1160.6,302.0,1113.8,307.4,1164.2,,,-33.0,0.1,,25.2,35.0,4.993,,,0.654,0.734,58.1,202.1,,,,,,1235.0,304.7,2.9298076923076923,0.09165277777777778,172.46166666666667,420.8,True,2026-03-18 23:39:18 - Flight 2,2.9,1.6896551724137934
151.06,2,10,2026-03-18 23:41:46,36.88849,-121.40299,260.0,4.8,145.1,-12.5,,,,,0.0,11.3,-0.6,132.6,0.0,135.0,-0.3,-0.01,1.1,99.0,21.0,104.0,0.0,30.0,3161.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,15.0,,,,,1.0,0.0,0.0,1200.0,59.0,201.2,1230.0,1230.0,13.4,2.9,,2.9,25.2,,,14.6,0.0,0.0,6.2,7.3,5.7,,,,,300.2,1149.8,309.2,1166.0,302.0,1131.8,307.4,1169.6,,,-33.0,0.1,,25.2,35.0,4.993,,,0.656,0.739,58.6,201.92000000000002,,,,,,1230.0,304.7,2.9298076923076923,0.09245833333333334,180.642,420.8,True,2026-03-18 23:39:18 - Flight 2,2.9,1.6551724137931034
152.06,2,10,2026-03-18 23:41:47,36.88847,-121.40298,260.0,4.6,146.0,-12.5,,,,,0.0,11.3,-0.2,132.9,0.0,135.0,-0.1,0.0,1.0,99.0,35.0,104.0,0.0,30.0,3161.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,18.0,,,,,1.0,0.0,0.0,1200.0,58.0,201.2,1193.0,1193.0,13.2,2.8,,2.8,25.1,,,14.6,0.0,0.0,6.1,7.3,5.7,,,,,300.2,1155.2,311.0,1175.0,302.0,1139.0,307.4,1164.2,,,-33.0,0.1,,25.1,35.0,4.993,,,0.654,0.735,57.6,201.92000000000002,,,,,,1193.0,305.15,2.934134615384615,0.09325,188.56933333333333,420.8,True,2026-03-18 23:39:18 - Flight 2,2.8,1.6428571428571428
153.06,2,10,2026-03-18 23:41:48,36.88845,-121.40296,257.0,4.0,144.9,-12.5,,,,,0.0,11.2,-0.2,133.3,0.0,137.0,0.1,-0.01,1.0,99.0,16.0,104.0,0.0,30.0,3161.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,18.0,,,,,1.0,0.0,0.0,1200.0,57.0,201.2,1229.0,1229.0,13.8,2.8,,2.8,25.1,,,14.6,0.0,0.0,6.0,7.3,5.7,,,,,302.0,1160.6,311.0,1158.8,303.8,1117.4,307.4,1151.6,,,-33.0,0.1,,25.1,35.0,4.993,,,0.654,0.73,57.3,201.92000000000002,,,,,,1229.0,306.05,2.942788461538462,0.09402777777777778,195.822,420.8,True,2026-03-18 23:39:18 - Flight 2,2.8,1.4285714285714286
154.06,2,10,2026-03-18 23:41:49,36.88844,-121.40295,257.0,4.1,145.1,-12.5,,,,,0.0,11.2,-0.3,134.5,0.0,137.0,0.7,-0.01,1.0,99.0,12.0,104.0,0.0,30.0,3163.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,18.0,,,,,1.0,0.0,0.0,1200.0,58.0,201.2,1229.0,1229.0,13.4,2.7,,2.7,25.2,,,14.6,0.0,0.0,5.9,7.3,5.7,,,,,302.0,1167.8,311.0,1167.8,303.8,1140.8,309.2,1167.8,,,-33.0,0.1,,25.2,35.0,4.993,,,0.653,0.728,58.0,201.92000000000002,,,,,,1229.0,306.5,2.9471153846153846,0.09479166666666666,202.653,420.8,True,2026-03-18 23:39:18 - Flight 2,2.7,1.5185185185185184
155.06,2,10,2026-03-18 23:41:50,36.88842,-121.40294,258.0,3.8,144.1,-12.5,,,,,0.0,11.4,-0.2,137.6,0.0,137.0,2.0,-0.01,1.0,99.0,17.0,104.0,0.0,30.0,3163.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,18.0,,,,,1.0,0.0,0.0,1200.0,58.0,201.2,1212.0,1212.0,13.4,2.7,,2.7,25.0,,,14.6,0.0,0.0,5.7,7.3,5.7,,,,,303.8,1169.6,312.8,1173.2,303.8,1151.6,309.2,1155.2,,,-33.0,0.1,,25.0,35.0,4.993,,,0.654,0.725,58.1,201.73999999999998,,,,,,1212.0,307.4,2.9557692307692305,0.09554166666666666,209.3153333333333,420.8,True,2026-03-18 23:39:18 - Flight 2,2.7,1.4074074074074072
156.06,2,10,2026-03-18 23:41:51,36.88841,-121.40293,259.0,3.4,149.5,-12.5,,,,,0.0,11.3,-0.3,141.5,0.0,138.0,3.1,-0.02,1.0,99.0,1.0,104.0,0.0,30.0,3163.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,18.0,,,,,1.0,0.0,0.0,1200.0,56.0,201.2,1151.0,1151.0,13.7,2.8,,2.8,25.1,,,14.6,0.0,0.0,5.6,7.3,5.7,,,,,303.8,1171.4,312.8,1175.0,303.8,1133.6,309.2,1139.0,,,-33.0,0.1,,25.1,35.0,4.993,,,0.653,0.734,56.1,201.73999999999998,,,,,,1151.0,307.4,2.9557692307692305,0.09630555555555556,215.38733333333332,420.8,True,2026-03-18 23:39:18 - Flight 2,2.8,1.2142857142857144
157.06,2,10,2026-03-18 23:41:52,36.8884,-121.40292,258.0,3.4,151.7,-12.5,,,,,0.0,11.4,-0.3,145.3,0.0,138.0,3.4,-0.02,0.9,99.0,-20.0,104.0,0.0,30.0,3164.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,18.0,,,,,1.0,0.0,0.0,1200.0,57.0,201.2,1161.0,1161.0,13.3,2.7,,2.7,25.2,,,14.6,0.0,0.0,5.5,7.3,5.7,,,,,303.8,1169.6,312.8,1169.6,305.6,1149.8,309.2,1151.6,,,-33.0,0.1,,25.2,35.0,4.993,,,0.653,0.726,57.3,201.73999999999998,,,,,,1161.0,307.84999999999997,2.9600961538461537,0.09706944444444444,221.12199999999999,420.8,True,2026-03-18 23:39:18 - Flight 2,2.7,1.259259259259259
158.06,2,10,2026-03-18 23:41:53,36.88838,-121.40291,261.0,3.4,156.2,-12.5,,,,,0.0,11.4,-0.8,149.2,0.0,138.0,3.6,-0.02,0.9,99.0,-20.0,104.0,0.0,30.0,3164.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,18.0,,,,,1.0,0.0,0.0,1200.0,57.0,201.2,1189.0,1189.0,13.2,2.7,,2.7,25.0,,,14.6,0.0,0.0,5.4,7.3,5.7,,,,,305.6,1160.6,312.8,1178.6,305.6,1137.2,311.0,1160.6,,,-33.0,0.1,,25.0,35.0,4.993,,,0.653,0.73,57.1,201.73999999999998,,,,,,1189.0,308.75,2.96875,0.09781944444444444,226.85666666666665,420.8,True,2026-03-18 23:39:18 - Flight 2,2.7,1.259259259259259
159.06,2,10,2026-03-18 23:41:54,36.88837,-121.4029,261.0,3.3,156.6,-12.5,,,,,0.0,11.3,-0.5,154.5,0.0,138.0,4.4,-0.01,1.0,99.0,-13.0,104.0,0.0,30.0,3161.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,18.0,,,,,1.0,0.0,0.0,1200.0,54.0,201.2,1109.0,1109.0,13.5,2.6,,2.6,25.1,,,14.6,0.0,0.0,5.4,7.3,5.7,,,,,305.6,1162.4,314.6,1184.0,305.6,1135.4,311.0,1153.4,,,-33.0,0.1,,25.1,35.0,4.993,,,0.654,0.73,54.3,201.73999999999998,,,,,,1109.0,309.20000000000005,2.9730769230769236,0.09855555555555556,232.50699999999998,420.8,True,2026-03-18 23:39:18 - Flight 2,2.6,1.2692307692307692
160.06,2,10,2026-03-18 23:41:55,36.88835,-121.40289,261.0,3.5,163.8,-12.5,,,,,0.0,11.3,-0.5,161.1,0.0,138.0,5.6,-0.03,1.0,99.0,25.0,104.0,0.0,30.0,3161.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,18.0,,,,,1.0,0.0,0.0,1200.0,56.0,201.2,1149.0,1149.0,13.6,2.7,,2.7,25.2,,,14.6,0.0,0.0,5.3,7.3,5.7,,,,,305.6,1160.6,314.6,1185.8,307.4,1131.8,311.0,1151.6,,,-33.0,0.1,,25.2,35.0,4.993,,,0.653,0.732,56.0,201.73999999999998,,,,,,1149.0,309.65,2.977403846153846,0.09929166666666667,238.24166666666665,420.8,True,2026-03-18 23:39:18 - Flight 2,2.7,1.2962962962962963
161.06,2,10,2026-03-18 23:41:56,36.88834,-121.40289,261.0,3.5,168.2,-12.5,,,,,0.0,11.6,-0.1,168.0,0.0,139.0,6.4,-0.02,0.9,99.0,-3.0,104.0,0.0,30.0,3161.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,18.0,,,,,1.0,0.0,0.0,1200.0,54.0,201.2,1087.0,1087.0,13.7,2.6,,2.6,25.0,,,14.6,0.0,0.0,5.3,7.3,5.7,,,,,307.4,1160.6,314.6,1180.4,307.4,1131.8,312.8,1139.0,,,-33.0,0.1,,25.0,35.0,4.993,,,0.656,0.731,54.0,201.73999999999998,,,,,,1087.0,310.55,2.9860576923076922,0.10002777777777778,244.14499999999998,420.8,True,2026-03-18 23:39:18 - Flight 2,2.6,1.346153846153846
162.06,2,10,2026-03-18 23:41:57,36.88832,-121.40289,259.0,3.5,176.1,-12.5,,,,,0.0,11.7,-0.0,174.9,0.0,139.0,6.6,-0.02,1.0,99.0,-51.0,104.0,0.0,30.0,3156.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,18.0,,,,,1.0,0.0,0.0,1200.0,55.0,201.2,1120.0,1120.0,14.0,2.6,,2.6,25.1,,,14.5,0.0,0.0,5.2,7.3,5.7,,,,,307.4,1155.2,316.4,1176.8,307.4,1101.2,312.8,1135.4,,,-33.0,0.1,,25.1,35.0,4.993,,,0.654,0.734,54.9,201.73999999999998,,,,,,1120.0,311.0,2.9903846153846154,0.10075,250.04833333333332,420.8,True,2026-03-18 23:39:18 - Flight 2,2.6,1.346153846153846
163.06,2,10,2026-03-18 23:41:58,36.88831,-121.40289,260.0,3.7,183.9,-12.5,,,,,0.0,11.8,-0.1,180.9,0.0,139.0,6.2,-0.02,1.0,99.0,-34.0,104.0,0.0,30.0,3156.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,18.0,,,,,1.0,0.0,0.0,1200.0,56.0,201.2,1145.0,1145.0,13.7,2.6,,2.6,25.1,,,14.5,0.0,0.0,5.1,7.3,5.7,,,,,307.4,1155.2,316.4,1187.6,307.4,1106.6,312.8,1139.0,,,-33.0,0.1,,25.1,35.0,4.993,,,0.653,0.734,55.6,201.73999999999998,,,,,,1145.0,311.0,2.9903846153846154,0.10147222222222223,256.1203333333333,420.8,True,2026-03-18 23:39:18 - Flight 2,2.6,1.4230769230769231
164.06,2,10,2026-03-18 23:41:59,36.88829,-121.40289,260.0,3.7,190.5,-12.5,,,,,0.0,11.6,-0.6,185.9,0.0,139.0,5.4,-0.01,1.0,99.0,-17.0,104.0,0.0,30.0,3156.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,17.0,,,,,1.0,0.0,0.0,1200.0,56.0,201.2,1167.0,1167.0,13.7,2.6,,2.6,24.9,,,14.5,0.0,0.0,5.0,7.3,5.7,,,,,307.4,1164.2,316.4,1187.6,307.4,1113.8,312.8,1104.8,,,-33.0,0.1,,24.9,35.0,4.993,,,0.654,0.737,55.6,201.56,,,,,,1167.0,311.0,2.9903846153846154,0.10219444444444445,262.361,420.8,True,2026-03-18 23:39:18 - Flight 2,2.6,1.4230769230769231
165.06,2,10,2026-03-18 23:42:00,36.88827,-121.40289,260.0,3.8,197.6,-12.5,,,,,0.0,11.5,-0.9,189.8,0.0,139.0,4.4,-0.03,1.1,99.0,-16.0,104.0,0.0,30.0,3152.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,17.0,,,,,1.0,0.0,0.0,1200.0,53.0,201.2,1032.0,1032.0,13.9,2.6,,2.6,25.0,,,14.5,0.0,0.0,5.0,7.3,5.7,,,,,309.2,1151.6,316.4,1182.2,309.2,1110.2,312.8,1097.6,,,-33.0,0.1,,25.0,35.0,4.993,,,0.654,0.734,52.7,201.56,,,,,,1032.0,311.9,2.9990384615384613,0.10291666666666667,268.686,420.8,True,2026-03-18 23:39:18 - Flight 2,2.6,1.4615384615384615
166.06,2,10,2026-03-18 23:42:01,36.88826,-121.4029,260.0,4.0,200.1,-12.5,,,,,0.0,11.5,-0.6,193.1,0.0,139.0,3.5,-0.01,1.0,99.0,-6.0,104.0,0.0,30.0,3152.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,17.0,,,,,1.0,0.0,0.0,1200.0,56.0,201.2,1169.0,1169.0,13.8,2.6,,2.6,25.0,,,14.5,0.0,0.0,4.9,7.3,5.7,,,,,309.2,1153.4,318.2,1171.4,309.2,1104.8,314.6,1103.0,,,-33.0,0.1,,25.0,35.0,4.993,,,0.653,0.73,56.5,201.56,,,,,,1169.0,312.8,3.0076923076923077,0.10363888888888889,275.264,420.8,True,2026-03-18 23:39:18 - Flight 2,2.6,1.5384615384615383
167.06,2,10,2026-03-18 23:42:02,36.88824,-121.40291,260.0,4.0,203.9,-12.5,,,,,0.0,11.6,-0.5,196.5,0.0,139.0,3.3,-0.02,1.0,99.0,7.0,104.0,0.0,30.0,3152.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,16.0,,,,,1.0,0.0,0.0,1200.0,57.0,201.2,1205.0,1205.0,13.2,2.7,,2.7,25.2,,,14.5,0.0,0.0,4.9,7.3,5.7,,,,,309.2,1153.4,318.2,1167.8,309.2,1122.8,314.6,1103.0,,,-33.0,0.1,,25.2,35.0,4.993,,,0.653,0.729,57.4,201.56,,,,,,1205.0,312.8,3.0076923076923077,0.10437500000000001,282.0106666666666,420.8,True,2026-03-18 23:39:18 - Flight 2,2.7,1.4814814814814814
168.06,2,10,2026-03-18 23:42:03,36.88822,-121.40292,261.0,4.2,206.9,-12.5,,,,,0.0,11.4,-0.6,199.6,0.0,139.0,3.1,-0.02,1.0,99.0,14.0,104.0,0.0,30.0,3152.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,16.0,,,,,1.0,0.0,0.0,1200.0,56.0,201.2,1162.0,1162.0,13.6,2.7,,2.7,25.1,,,14.5,0.0,0.0,4.8,7.3,5.7,,,,,309.2,1146.2,318.2,1164.2,309.2,1112.0,314.6,1108.4,,,-33.0,0.1,,25.1,35.0,4.993,,,0.654,0.734,55.7,201.56,,,,,,1162.0,312.8,3.0076923076923077,0.10512500000000001,288.926,420.8,True,2026-03-18 23:39:18 - Flight 2,2.7,1.5555555555555556
169.06,2,10,2026-03-18 23:42:04,36.8882,-121.40293,260.0,4.2,211.4,-12.5,,,,,0.0,11.4,-0.7,201.6,0.0,139.0,2.2,-0.02,0.9,99.0,44.0,104.0,0.0,30.0,3152.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,15.0,,,,,1.0,0.0,0.0,1200.0,56.0,201.2,1137.0,1137.0,13.6,2.7,,2.7,25.1,,,14.5,0.0,0.0,4.8,7.3,5.7,,,,,311.0,1148.0,318.2,1164.2,311.0,1112.0,314.6,1121.0,,,-33.0,0.1,,25.1,35.0,4.993,,,0.653,0.731,56.1,201.56,,,,,,1137.0,313.7,3.0163461538461536,0.105875,296.01,420.8,True,2026-03-18 23:39:18 - Flight 2,2.7,1.5555555555555556
170.06,2,10,2026-03-18 23:42:05,36.88819,-121.40295,260.0,4.3,213.0,-12.5,,,,,0.0,11.3,-0.7,202.2,0.0,139.0,1.0,-0.02,1.0,99.0,46.0,104.0,0.0,30.0,3152.0,,,305.0,,,,,0.0,0.0,,,,,,,13.0,,,11.0,,,,,1.0,0.0,0.0,1200.0,57.0,201.2,1199.0,1199.0,13.2,2.6,,2.6,24.9,,,14.5,0.0,0.0,4.8,7.3,5.7,,,,,311.0,1142.6,320.0,1176.8,311.0,1121.0,316.4,1131.8,,,-33.0,0.1,,24.9,35.0,4.993,,,0.653,0.729,57.2,201.56,,,,,,1199.0,314.6,3.0250000000000004,0.10661111111111111,303.17833333333334,420.8,True,2026-03-18 23:39:18 - Flight 2,2.6,1.6538461538461537
171.06,2,10,2026-03-18 23:42:06,36.88817,-121.40296,260.0,4.3,214.1,-12.5,,,,,0.0,11.4,-0.6,202.1,0.0,139.0,0.2,-0.01,1.0,99.0,46.0,104.0,0.0,30.0,3152.0,,,305.0,,,,,0.0,0.0,,,,,,,12.0,,,11.0,,,,,1.0,0.0,0.0,1200.0,54.0,201.2,1077.0,1077.0,13.3,2.6,,2.6,25.0,,,14.5,0.0,0.0,4.7,7.3,5.7,,,,,311.0,1146.2,320.0,1176.8,311.0,1119.2,316.4,1122.8,,,-33.0,0.1,,25.0,35.0,4.993,,,0.654,0.736,54.3,201.56,,,,,,1077.0,314.6,3.0250000000000004,0.10733333333333334,310.431,420.8,True,2026-03-18 23:39:18 - Flight 2,2.6,1.6538461538461537
172.06,2,10,2026-03-18 23:42:07,36.88816,-121.40297,260.0,4.2,213.4,-12.5,,,,,0.0,11.3,-0.4,202.0,0.0,139.0,-0.1,-0.0,1.0,99.0,35.0,104.0,0.0,30.0,3149.0,,,305.0,,,,,0.0,0.0,,,,,,,11.0,,,10.0,,,,,1.0,0.0,0.0,1200.0,53.0,201.2,1073.0,1073.0,14.0,2.6,,2.6,25.1,,,14.5,0.0,0.0,4.7,7.3,5.7,,,,,312.8,1146.2,320.0,1180.4,311.0,1086.8,316.4,1106.6,,,-33.0,0.1,,25.1,35.0,4.993,,,0.654,0.732,53.1,201.38,,,,,,1073.0,315.05,3.029326923076923,0.10805555555555556,317.59933333333333,420.8,True,2026-03-18 23:39:18 - Flight 2,2.6,1.6153846153846154
173.06,2,10,2026-03-18 23:42:08,36.88814,-121.40298,260.0,4.0,213.0,-12.5,,,,,0.0,11.5,-0.2,202.2,0.0,139.0,-0.1,0.01,1.2,99.0,22.0,104.0,0.0,30.0,3149.0,,,305.0,,,,,0.0,0.0,,,,,,,7.0,,,14.0,,,,,1.0,0.0,0.0,1200.0,54.0,201.2,1083.0,1083.0,14.4,2.6,,2.6,25.0,,,14.5,0.0,0.0,4.7,7.3,5.7,,,,,312.8,1144.4,321.8,1180.4,312.8,1074.2,316.4,1113.8,,,-33.0,0.0,,25.0,35.0,4.993,,,0.654,0.731,53.9,201.38,,,,,,1083.0,315.95,3.037980769230769,0.10877777777777778,324.51466666666664,420.8,True,2026-03-18 23:39:18 - Flight 2,2.6,1.5384615384615383
174.06,2,10,2026-03-18 23:42:09,36.88813,-121.40299,259.0,3.8,212.0,-12.5,,,,,0.0,11.6,0.1,204.6,0.0,140.0,1.3,0.0,1.0,99.0,38.0,104.0,0.0,30.0,3149.0,,,305.0,,,,,0.0,0.0,,,,,,,7.0,,,14.0,,,,,1.0,0.0,0.0,1200.0,53.0,201.2,1058.0,1058.0,14.3,2.6,,2.6,25.1,,,14.5,0.0,0.0,4.6,7.3,5.7,,,,,312.8,1146.2,321.8,1182.2,312.8,1065.2,318.2,1099.4,,,-33.0,0.0,,25.1,35.0,4.993,,,0.656,0.726,53.5,201.38,,,,,,1058.0,316.4,3.042307692307692,0.1095,331.0926666666667,420.8,True,2026-03-18 23:39:18 - Flight 2,2.6,1.4615384615384615
175.06,2,10,2026-03-18 23:42:10,36.88811,-121.40301,260.0,3.9,213.4,-12.5,,,,,0.0,11.6,-0.0,207.3,0.0,142.0,2.2,-0.01,0.9,99.0,55.0,104.0,0.0,30.0,3146.0,,,305.0,,,,,0.0,0.0,,,,,,,7.0,,,13.0,,,,,1.0,0.0,0.0,1200.0,58.0,201.2,1213.0,1213.0,13.8,2.6,,2.6,24.9,,,14.5,0.0,0.0,4.6,7.3,5.7,,,,,312.8,1149.8,321.8,1184.0,312.8,1068.8,318.2,1104.8,,,-33.0,0.0,,24.9,35.0,4.993,,,0.654,0.726,57.9,201.38,,,,,,1213.0,316.4,3.042307692307692,0.11022222222222222,337.5863333333333,420.8,True,2026-03-18 23:39:18 - Flight 2,2.6,1.5
176.06,2,10,2026-03-18 23:42:11,36.8881,-121.40302,260.0,3.9,217.3,-12.5,,,,,0.0,11.5,-0.1,210.0,0.0,144.0,2.5,-0.0,0.8,99.0,59.0,104.0,0.0,30.0,3148.0,,,305.0,,,,,0.0,0.0,,,,,,,7.0,,,13.0,,,,,1.0,0.0,0.0,1200.0,56.0,201.2,1156.0,1156.0,14.0,2.6,,2.6,25.0,,,14.5,0.0,0.0,4.6,7.3,5.7,,,,,314.6,1155.2,321.8,1176.8,312.8,1072.4,318.2,1099.4,,,-33.0,0.0,,25.0,35.0,4.993,,,0.654,0.731,55.6,201.38,,,,,,1156.0,316.85,3.0466346153846158,0.11094444444444444,344.16433333333333,420.8,True,2026-03-18 23:39:18 - Flight 2,2.6,1.5
